,1,2,3,4,5
0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.034482758620689655,0.9655172413793104
2,0.0,0.0,0.0,0.06896551724137931,0.9310344827586207
3,0.0,0.0,0.0,0.10344827586206896,0.896551724137931
4,0.0,0.0,0.0,0.13793103448275862,0.8620689655172413
5,0.0,0.0,0.0,0.1724137931034483,0.8275862068965517
6,0.0,0.0,0.0,0.20689655172413793,0.7931034482758621
7,0.0,0.0,0.0,0.24137931034482757,0.7586206896551724
8,0.0,0.0,0.0,0.27586206896551724,0.7241379310344828
9,0.0,0.0,0.0,0.3103448275862069,0.6896551724137931
10,0.0,0.0,0.0,0.3448275862068966,0.6551724137931034
11,0.0,0.0,0.0,0.3793103448275862,0.6206896551724138
12,0.0,0.0,0.0,0.41379310344827586,0.5862068965517242
13,0.0,0.0,0.0,0.4482758620689655,0.5517241379310345
14,0.0,0.0,0.0,0.48275862068965514,0.5172413793103449
15,0.0,0.0,0.0,0.5172413793103449,0.48275862068965514
16,0.0,0.0,0.0,0.5517241379310345,0.4482758620689655
17,0.0,0.0,0.0,0.5862068965517241,0.4137931034482759
18,0.0,0.0,0.0,0.6206896551724138,0.3793103448275862
19,0.0,0.0,0.0,0.6551724137931034,0.3448275862068966
20,0.0,0.0,0.0,0.6896551724137931,0.31034482758620685
21,0.0,0.0,0.0,0.7241379310344828,0.27586206896551724
22,0.0,0.0,0.0,0.7586206896551724,0.24137931034482762
23,0.0,0.0,0.0,0.7931034482758621,0.2068965517241379
24,0.0,0.0,0.0,0.8275862068965517,0.1724137931034483
25,0.0,0.0,0.0,0.8620689655172413,0.13793103448275867
26,0.0,0.0,0.0,0.896551724137931,0.10344827586206895
27,0.0,0.0,0.0,0.9310344827586207,0.06896551724137934
28,0.0,0.0,0.0,0.9655172413793103,0.034482758620689724
29,0.0,0.0,0.0,1.0,0.0
30,0.0,0.0,0.034482758620689655,0.0,0.9655172413793104
31,0.0,0.0,0.034482758620689655,0.034482758620689655,0.9310344827586207
32,0.0,0.0,0.034482758620689655,0.06896551724137931,0.896551724137931
33,0.0,0.0,0.034482758620689655,0.10344827586206896,0.8620689655172413
34,0.0,0.0,0.034482758620689655,0.13793103448275862,0.8275862068965517
35,0.0,0.0,0.034482758620689655,0.1724137931034483,0.7931034482758621
36,0.0,0.0,0.034482758620689655,0.20689655172413793,0.7586206896551724
37,0.0,0.0,0.034482758620689655,0.24137931034482757,0.7241379310344828
38,0.0,0.0,0.034482758620689655,0.27586206896551724,0.6896551724137931
39,0.0,0.0,0.034482758620689655,0.3103448275862069,0.6551724137931034
40,0.0,0.0,0.034482758620689655,0.3448275862068966,0.6206896551724137
41,0.0,0.0,0.034482758620689655,0.3793103448275862,0.5862068965517242
42,0.0,0.0,0.034482758620689655,0.41379310344827586,0.5517241379310345
43,0.0,0.0,0.034482758620689655,0.4482758620689655,0.5172413793103448
44,0.0,0.0,0.034482758620689655,0.48275862068965514,0.48275862068965525
45,0.0,0.0,0.034482758620689655,0.5172413793103449,0.4482758620689655
46,0.0,0.0,0.034482758620689655,0.5517241379310345,0.4137931034482759
47,0.0,0.0,0.034482758620689655,0.5862068965517241,0.3793103448275863
48,0.0,0.0,0.034482758620689655,0.6206896551724138,0.3448275862068966
49,0.0,0.0,0.034482758620689655,0.6551724137931034,0.31034482758620696
50,0.0,0.0,0.034482758620689655,0.6896551724137931,0.27586206896551724
51,0.0,0.0,0.034482758620689655,0.7241379310344828,0.24137931034482762
52,0.0,0.0,0.034482758620689655,0.7586206896551724,0.206896551724138
53,0.0,0.0,0.034482758620689655,0.7931034482758621,0.1724137931034483
54,0.0,0.0,0.034482758620689655,0.8275862068965517,0.13793103448275867
55,0.0,0.0,0.034482758620689655,0.8620689655172413,0.10344827586206906
56,0.0,0.0,0.034482758620689655,0.896551724137931,0.06896551724137934
57,0.0,0.0,0.034482758620689655,0.9310344827586207,0.034482758620689724
58,0.0,0.0,0.034482758620689655,0.9655172413793103,1.1102230246251565e-16
59,0.0,0.0,0.06896551724137931,0.0,0.9310344827586207
60,0.0,0.0,0.06896551724137931,0.034482758620689655,0.896551724137931
61,0.0,0.0,0.06896551724137931,0.06896551724137931,0.8620689655172413
62,0.0,0.0,0.06896551724137931,0.10344827586206896,0.8275862068965517
63,0.0,0.0,0.06896551724137931,0.13793103448275862,0.7931034482758621
64,0.0,0.0,0.06896551724137931,0.1724137931034483,0.7586206896551724
65,0.0,0.0,0.06896551724137931,0.20689655172413793,0.7241379310344828
66,0.0,0.0,0.06896551724137931,0.24137931034482757,0.6896551724137931
67,0.0,0.0,0.06896551724137931,0.27586206896551724,0.6551724137931034
68,0.0,0.0,0.06896551724137931,0.3103448275862069,0.6206896551724138
69,0.0,0.0,0.06896551724137931,0.3448275862068966,0.5862068965517241
70,0.0,0.0,0.06896551724137931,0.3793103448275862,0.5517241379310345
71,0.0,0.0,0.06896551724137931,0.41379310344827586,0.5172413793103449
72,0.0,0.0,0.06896551724137931,0.4482758620689655,0.48275862068965514
73,0.0,0.0,0.06896551724137931,0.48275862068965514,0.4482758620689655
74,0.0,0.0,0.06896551724137931,0.5172413793103449,0.4137931034482758
75,0.0,0.0,0.06896551724137931,0.5517241379310345,0.3793103448275862
76,0.0,0.0,0.06896551724137931,0.5862068965517241,0.3448275862068966
77,0.0,0.0,0.06896551724137931,0.6206896551724138,0.31034482758620685
78,0.0,0.0,0.06896551724137931,0.6551724137931034,0.27586206896551724
79,0.0,0.0,0.06896551724137931,0.6896551724137931,0.2413793103448275
80,0.0,0.0,0.06896551724137931,0.7241379310344828,0.2068965517241379
81,0.0,0.0,0.06896551724137931,0.7586206896551724,0.1724137931034483
82,0.0,0.0,0.06896551724137931,0.7931034482758621,0.13793103448275856
83,0.0,0.0,0.06896551724137931,0.8275862068965517,0.10344827586206895
84,0.0,0.0,0.06896551724137931,0.8620689655172413,0.06896551724137934
85,0.0,0.0,0.06896551724137931,0.896551724137931,0.03448275862068961
86,0.0,0.0,0.06896551724137931,0.9310344827586207,0.0
87,0.0,0.0,0.10344827586206896,0.0,0.896551724137931
88,0.0,0.0,0.10344827586206896,0.034482758620689655,0.8620689655172413
89,0.0,0.0,0.10344827586206896,0.06896551724137931,0.8275862068965517
90,0.0,0.0,0.10344827586206896,0.10344827586206896,0.7931034482758621
91,0.0,0.0,0.10344827586206896,0.13793103448275862,0.7586206896551724
92,0.0,0.0,0.10344827586206896,0.1724137931034483,0.7241379310344828
93,0.0,0.0,0.10344827586206896,0.20689655172413793,0.6896551724137931
94,0.0,0.0,0.10344827586206896,0.24137931034482757,0.6551724137931034
95,0.0,0.0,0.10344827586206896,0.27586206896551724,0.6206896551724138
96,0.0,0.0,0.10344827586206896,0.3103448275862069,0.5862068965517242
97,0.0,0.0,0.10344827586206896,0.3448275862068966,0.5517241379310345
98,0.0,0.0,0.10344827586206896,0.3793103448275862,0.5172413793103449
99,0.0,0.0,0.10344827586206896,0.41379310344827586,0.48275862068965514
100,0.0,0.0,0.10344827586206896,0.4482758620689655,0.4482758620689655
101,0.0,0.0,0.10344827586206896,0.48275862068965514,0.4137931034482759
102,0.0,0.0,0.10344827586206896,0.5172413793103449,0.3793103448275862
