,1,2,3
0,0.0,0.0,1.0
1,0.02040816326530612,0.0,0.9795918367346939
2,0.04081632653061224,0.0,0.9591836734693877
3,0.061224489795918366,0.0,0.9387755102040817
4,0.08163265306122448,0.0,0.9183673469387755
5,0.1020408163265306,0.0,0.8979591836734694
6,0.12244897959183673,0.0,0.8775510204081632
7,0.14285714285714285,0.0,0.8571428571428572
8,0.16326530612244897,0.0,0.8367346938775511
9,0.18367346938775508,0.0,0.8163265306122449
10,0.2040816326530612,0.0,0.7959183673469388
11,0.22448979591836732,0.0,0.7755102040816326
12,0.24489795918367346,0.0,0.7551020408163265
13,0.26530612244897955,0.0,0.7346938775510204
14,0.2857142857142857,0.0,0.7142857142857143
15,0.3061224489795918,0.0,0.6938775510204083
16,0.32653061224489793,0.0,0.6734693877551021
17,0.3469387755102041,0.0,0.653061224489796
18,0.36734693877551017,0.0,0.6326530612244898
19,0.3877551020408163,0.0,0.6122448979591837
20,0.4081632653061224,0.0,0.5918367346938775
21,0.42857142857142855,0.0,0.5714285714285714
22,0.44897959183673464,0.0,0.5510204081632654
23,0.4693877551020408,0.0,0.5306122448979592
24,0.4897959183673469,0.0,0.5102040816326531
25,0.5102040816326531,0.0,0.4897959183673469
26,0.5306122448979591,0.0,0.4693877551020409
27,0.5510204081632653,0.0,0.44897959183673475
28,0.5714285714285714,0.0,0.4285714285714286
29,0.5918367346938775,0.0,0.40816326530612246
30,0.6122448979591836,0.0,0.3877551020408164
31,0.6326530612244897,0.0,0.3673469387755103
32,0.6530612244897959,0.0,0.34693877551020413
33,0.673469387755102,0.0,0.326530612244898
34,0.6938775510204082,0.0,0.30612244897959184
35,0.7142857142857142,0.0,0.2857142857142858
36,0.7346938775510203,0.0,0.26530612244897966
37,0.7551020408163265,0.0,0.24489795918367352
38,0.7755102040816326,0.0,0.22448979591836737
39,0.7959183673469387,0.0,0.20408163265306134
40,0.8163265306122448,0.0,0.1836734693877552
41,0.836734693877551,0.0,0.16326530612244905
42,0.8571428571428571,0.0,0.1428571428571429
43,0.8775510204081632,0.0,0.12244897959183676
44,0.8979591836734693,0.0,0.10204081632653073
45,0.9183673469387754,0.0,0.08163265306122458
46,0.9387755102040816,0.0,0.061224489795918435
47,0.9591836734693877,0.0,0.04081632653061229
48,0.9795918367346939,0.0,0.020408163265306145
49,0.9999999999999999,0.0,1.1102230246251565e-16
50,0.0,0.02040816326530612,0.9795918367346939
51,0.02040816326530612,0.02040816326530612,0.9591836734693877
52,0.04081632653061224,0.02040816326530612,0.9387755102040817
53,0.061224489795918366,0.02040816326530612,0.9183673469387755
54,0.08163265306122448,0.02040816326530612,0.8979591836734694
55,0.1020408163265306,0.02040816326530612,0.8775510204081632
56,0.12244897959183673,0.02040816326530612,0.8571428571428572
57,0.14285714285714285,0.02040816326530612,0.8367346938775511
58,0.16326530612244897,0.02040816326530612,0.8163265306122449
59,0.18367346938775508,0.02040816326530612,0.7959183673469388
60,0.2040816326530612,0.02040816326530612,0.7755102040816326
61,0.22448979591836732,0.02040816326530612,0.7551020408163266
62,0.24489795918367346,0.02040816326530612,0.7346938775510203
63,0.26530612244897955,0.02040816326530612,0.7142857142857143
64,0.2857142857142857,0.02040816326530612,0.6938775510204082
65,0.3061224489795918,0.02040816326530612,0.6734693877551021
66,0.32653061224489793,0.02040816326530612,0.653061224489796
67,0.3469387755102041,0.02040816326530612,0.6326530612244898
68,0.36734693877551017,0.02040816326530612,0.6122448979591837
69,0.3877551020408163,0.02040816326530612,0.5918367346938775
70,0.4081632653061224,0.02040816326530612,0.5714285714285714
71,0.42857142857142855,0.02040816326530612,0.5510204081632653
72,0.44897959183673464,0.02040816326530612,0.5306122448979592
