,mix_enthalpy,config_entropy
In-Mg-Re-Sc,0.1178838,0.0001195
In-Mg-Re-Si,0.0920092,0.0001195
In-Mg-Re-Sn,0.248096,0.0001195
In-Mg-Re-Ta,0.2732194,0.0001195
In-Mg-Re-Te,0.0145024,0.0001195
In-Mg-Re-Ti,0.1433308,0.0001195
In-Mg-Re-V,0.2719212,0.0001195
In-Mg-Re-W,0.4460643,0.0001195
In-Mg-Re-Y,0.1856473,0.0001195
In-Mg-Re-Zn,0.2544154,0.0001195
In-Mg-Re-Zr,0.1472939,0.0001195
In-Mg-Rh-Ru,0.0699616,0.0001195
In-Mg-Rh-Sb,-0.2188918,0.0001195
In-Mg-Rh-Sc,-0.3059354,0.0001195
In-Mg-Rh-Si,-0.3056161,0.0001195
In-Mg-Rh-Sn,-0.1565239,0.0001195
In-Mg-Rh-Ta,-0.0407315,0.0001195
In-Mg-Rh-Te,-0.3906339,0.0001195
In-Mg-Rh-Ti,-0.1845916,0.0001195
In-Mg-Rh-V,-0.0005424,0.0001195
In-Mg-Rh-W,0.1472311,0.0001195
In-Mg-Rh-Y,-0.2819204,0.0001195
In-Mg-Rh-Zn,-0.1088814,0.0001195
In-Mg-Rh-Zr,-0.2350563,0.0001195
In-Mg-Ru-Sb,0.0717537,0.0001195
In-Mg-Ru-Sc,0.0026345,0.0001195
In-Mg-Ru-Si,-0.0399266,0.0001195
In-Mg-Ru-Sn,0.1548283,0.0001195
In-Mg-Ru-Ta,0.2055727,0.0001195
In-Mg-Ru-Te,-0.139407,0.0001195
In-Mg-Ru-Ti,0.0618844,0.0001195
In-Mg-Ru-V,0.2131213,0.0001195
In-Mg-Ru-W,0.3878642,0.0001195
In-Mg-Ru-Y,0.0530375,0.0001195
In-Mg-Ru-Zn,0.1430656,0.0001195
In-Mg-Ru-Zr,0.0451376,0.0001195
In-Mg-Sb-Sc,-0.3103054,0.0001195
In-Mg-Sb-Si,-0.1035728,0.0001195
In-Mg-Sb-Sn,-0.1095237,0.0001195
In-Mg-Sb-Ta,0.0891706,0.0001195
In-Mg-Sb-Te,-0.3680834,0.0001195
In-Mg-Sb-Ti,-0.1236854,0.0001195
In-Mg-Sb-V,0.1020799,0.0001195
In-Mg-Sb-W,0.2383169,0.0001195
In-Mg-Sb-Y,-0.3555011,0.0001195
In-Mg-Sb-Zn,-0.0488966,0.0001195
In-Mg-Sb-Zr,-0.2304929,0.0001195
In-Mg-Sc-Si,-0.2764799,0.0001195
In-Mg-Sc-Sn,-0.2030904,0.0001195
In-Mg-Sc-Ta,0.1135778,0.0001195
In-Mg-Sc-Te,-0.5507697,0.0001195
In-Mg-Sc-Ti,0.0011892,0.0001195
In-Mg-Sc-V,0.1413676,0.0001195
In-Mg-Sc-W,0.2220815,0.0001195
In-Mg-Sc-Y,-0.1246096,0.0001195
In-Mg-Sc-Zn,-0.0841671,0.0001195
In-Mg-Sc-Zr,-0.0771453,0.0001195
In-Mg-Si-Sn,-0.0383641,0.0001195
In-Mg-Si-Ta,-0.0137593,0.0001195
In-Mg-Si-Te,-0.3558858,0.0001195
In-Mg-Si-Ti,-0.182045,0.0001195
In-Mg-Si-V,-0.0295718,0.0001195
In-Mg-Si-W,0.1576631,0.0001195
In-Mg-Si-Y,-0.2858775,0.0001195
In-Mg-Si-Zn,-0.0010696,0.0001195
In-Mg-Si-Zr,-0.2355491,0.0001195
In-Mg-Sn-Ta,0.1407708,0.0001195
In-Mg-Sn-Te,-0.3341794,0.0001195
In-Mg-Sn-Ti,-0.0380146,0.0001195
In-Mg-Sn-V,0.1643668,0.0001195
In-Mg-Sn-W,0.3587622,0.0001195
In-Mg-Sn-Y,-0.2359251,0.0001195
In-Mg-Sn-Zn,0.0257061,0.0001195
In-Mg-Sn-Zr,-0.1379555,0.0001195
In-Mg-Ta-Te,-0.10622,0.0001195
In-Mg-Ta-Ti,0.1795503,0.0001195
In-Mg-Ta-V,0.2944939,0.0001195
In-Mg-Ta-W,0.3487694,0.0001195
In-Mg-Ta-Y,0.1439608,0.0001195
In-Mg-Ta-Zn,0.1762212,0.0001195
In-Mg-Ta-Zr,0.134427,0.0001195
In-Mg-Te-Ti,-0.3205467,0.0001195
In-Mg-Te-V,-0.1348481,0.0001195
In-Mg-Te-W,0.0690502,0.0001195
In-Mg-Te-Y,-0.6147497,0.0001195
In-Mg-Te-Zn,-0.3090735,0.0001195
In-Mg-Te-Zr,-0.4237715,0.0001195
In-Mg-Ti-V,0.1923261,0.0001195
In-Mg-Ti-W,0.2582607,0.0001195
In-Mg-Ti-Y,0.015201,0.0001195
In-Mg-Ti-Zn,0.0324544,0.0001195
In-Mg-Ti-Zr,0.0279701,0.0001195
In-Mg-V-W,0.3648969,0.0001195
In-Mg-V-Y,0.1713984,0.0001195
In-Mg-V-Zn,0.1842181,0.0001195
In-Mg-V-Zr,0.1677897,0.0001195
In-Mg-W-Y,0.278432,0.0001195
In-Mg-W-Zn,0.3218289,0.0001195
In-Mg-W-Zr,0.2437194,0.0001195
In-Mg-Y-Zn,-0.0896317,0.0001195
In-Mg-Y-Zr,-0.0703712,0.0001195
In-Mg-Zn-Zr,-0.032507,0.0001195
In-Mn-Mo-Nb,0.1993357,0.0001195
In-Mn-Mo-Ni,0.2296724,0.0001195
In-Mn-Mo-Os,0.4210672,0.0001195
In-Mn-Mo-Pb,0.4402561,0.0001195
In-Mn-Mo-Pd,0.1005709,0.0001195
In-Mn-Mo-Pt,0.0395198,0.0001195
In-Mn-Mo-Re,0.3510801,0.0001195
In-Mn-Mo-Rh,0.1622793,0.0001195
In-Mn-Mo-Ru,0.3423746,0.0001195
In-Mn-Mo-Sb,0.2396897,0.0001195
In-Mn-Mo-Sc,0.1906733,0.0001195
In-Mn-Mo-Si,-0.0221595,0.0001195
In-Mn-Mo-Sn,0.3255869,0.0001195
In-Mn-Mo-Ta,0.2129859,0.0001195
In-Mn-Mo-Te,0.1700737,0.0001195
In-Mn-Mo-Ti,0.1312753,0.0001195
In-Mn-Mo-V,0.182974,0.0001195
In-Mn-Mo-W,0.3484438,0.0001195
In-Mn-Mo-Y,0.2831914,0.0001195
In-Mn-Mo-Zn,0.2571997,0.0001195
In-Mn-Mo-Zr,0.1931471,0.0001195
In-Mn-Nb-Ni,0.1225455,0.0001195
In-Mn-Nb-Os,0.2910868,0.0001195
In-Mn-Nb-Pb,0.3293081,0.0001195
In-Mn-Nb-Pd,-0.0381932,0.0001195
In-Mn-Nb-Pt,-0.1115006,0.0001195
In-Mn-Nb-Re,0.2250307,0.0001195
In-Mn-Nb-Rh,0.0249944,0.0001195
In-Mn-Nb-Ru,0.2083357,0.0001195
In-Mn-Nb-Sb,0.1207215,0.0001195
In-Mn-Nb-Sc,0.1204153,0.0001195
In-Mn-Nb-Si,-0.1369763,0.0001195
In-Mn-Nb-Sn,0.158036,0.0001195
In-Mn-Nb-Ta,0.1716704,0.0001195
In-Mn-Nb-Te,0.0511296,0.0001195
In-Mn-Nb-Ti,0.0910069,0.0001195
In-Mn-Nb-V,0.1536303,0.0001195
In-Mn-Nb-W,0.2648965,0.0001195
In-Mn-Nb-Y,0.1940112,0.0001195
In-Mn-Nb-Zn,0.160972,0.0001195
In-Mn-Nb-Zr,0.1234149,0.0001195
In-Mn-Ni-Os,0.3319918,0.0001195
In-Mn-Ni-Pb,0.2838804,0.0001195
In-Mn-Ni-Pd,0.0261455,0.0001195
In-Mn-Ni-Pt,0.0039,0.0001195
In-Mn-Ni-Re,0.2668085,0.0001195
In-Mn-Ni-Rh,0.1248022,0.0001195
In-Mn-Ni-Ru,0.2595363,0.0001195
In-Mn-Ni-Sb,0.1165351,0.0001195
In-Mn-Ni-Sc,0.0225266,0.0001195
In-Mn-Ni-Si,-0.1440939,0.0001195
In-Mn-Ni-Sn,0.178104,0.0001195
In-Mn-Ni-Ta,0.136758,0.0001195
In-Mn-Ni-Te,0.02165,0.0001195
In-Mn-Ni-Ti,0.0081934,0.0001195
In-Mn-Ni-V,0.098983,0.0001195
In-Mn-Ni-W,0.2954299,0.0001195
In-Mn-Ni-Y,0.0948944,0.0001195
In-Mn-Ni-Zn,0.1130711,0.0001195
In-Mn-Ni-Zr,0.0560776,0.0001195
In-Mn-Os-Pb,0.5554067,0.0001195
In-Mn-Os-Pd,0.2358984,0.0001195
In-Mn-Os-Pt,0.214693,0.0001195
In-Mn-Os-Re,0.4444916,0.0001195
In-Mn-Os-Rh,0.3028597,0.0001195
In-Mn-Os-Ru,0.4335325,0.0001195
In-Mn-Os-Sb,0.3945558,0.0001195
In-Mn-Os-Sc,0.2288917,0.0001195
In-Mn-Os-Si,0.0871456,0.0001195
In-Mn-Os-Sn,0.4148638,0.0001195
In-Mn-Os-Ta,0.2973177,0.0001195
In-Mn-Os-Te,0.3153247,0.0001195
In-Mn-Os-Ti,0.1648242,0.0001195
In-Mn-Os-V,0.2431597,0.0001195
In-Mn-Os-W,0.4833779,0.0001195
In-Mn-Os-Y,0.3389716,0.0001195
In-Mn-Os-Zn,0.3555036,0.0001195
In-Mn-Os-Zr,0.2445166,0.0001195
In-Mn-Pb-Pd,0.0895904,0.0001195
In-Mn-Pb-Pt,0.1056109,0.0001195
In-Mn-Pb-Re,0.4901574,0.0001195
In-Mn-Pb-Rh,0.255066,0.0001195
In-Mn-Pb-Ru,0.4305327,0.0001195
In-Mn-Pb-Sb,0.2206774,0.0001195
In-Mn-Pb-Sc,0.1320532,0.0001195
In-Mn-Pb-Si,0.1015935,0.0001195
In-Mn-Pb-Sn,0.2712757,0.0001195
In-Mn-Pb-Ta,0.3955842,0.0001195
In-Mn-Pb-Te,0.0913592,0.0001195
In-Mn-Pb-Ti,0.2167574,0.0001195
In-Mn-Pb-V,0.3658463,0.0001195
In-Mn-Pb-W,0.5398331,0.0001195
In-Mn-Pb-Y,0.1380071,0.0001195
In-Mn-Pb-Zn,0.2936361,0.0001195
In-Mn-Pb-Zr,0.1920729,0.0001195
In-Mn-Pd-Pt,-0.1205777,0.0001195
In-Mn-Pd-Re,0.1688511,0.0001195
In-Mn-Pd-Rh,0.004136,0.0001195
In-Mn-Pd-Ru,0.1499327,0.0001195
In-Mn-Pd-Sb,-0.0820365,0.0001195
In-Mn-Pd-Sc,-0.2067702,0.0001195
In-Mn-Pd-Si,-0.2562985,0.0001195
In-Mn-Pd-Sn,-0.0533747,0.0001195
In-Mn-Pd-Ta,-0.020467,0.0001195
In-Mn-Pd-Te,-0.1460047,0.0001195
In-Mn-Pd-Ti,-0.1650999,0.0001195
In-Mn-Pd-V,-0.0288881,0.0001195
In-Mn-Pd-W,0.1741626,0.0001195
In-Mn-Pd-Y,-0.1572504,0.0001195
In-Mn-Pd-Zn,-0.0758097,0.0001195
In-Mn-Pd-Zr,-0.1506877,0.0001195
In-Mn-Pt-Re,0.1290929,0.0001195
In-Mn-Pt-Rh,-0.0122436,0.0001195
In-Mn-Pt-Ru,0.1352519,0.0001195
In-Mn-Pt-Sb,-0.0611315,0.0001195
In-Mn-Pt-Sc,-0.2837147,0.0001195
In-Mn-Pt-Si,-0.2948104,0.0001195
In-Mn-Pt-Sn,-0.024137,0.0001195
In-Mn-Pt-Ta,-0.0963712,0.0001195
In-Mn-Pt-Te,-0.1422338,0.0001195
In-Mn-Pt-Ti,-0.2453389,0.0001195
In-Mn-Pt-V,-0.1035572,0.0001195
In-Mn-Pt-W,0.1125707,0.0001195
In-Mn-Pt-Y,-0.2272684,0.0001195
In-Mn-Pt-Zn,-0.0797143,0.0001195
In-Mn-Pt-Zr,-0.2258563,0.0001195
In-Mn-Re-Rh,0.2113589,0.0001195
In-Mn-Re-Ru,0.3671983,0.0001195
In-Mn-Re-Sb,0.3111404,0.0001195
In-Mn-Re-Sc,0.1961967,0.0001195
In-Mn-Re-Si,0.045736,0.0001195
In-Mn-Re-Sn,0.3577292,0.0001195
In-Mn-Re-Ta,0.2319368,0.0001195
In-Mn-Re-Te,0.2621672,0.0001195
In-Mn-Re-Ti,0.1166358,0.0001195
In-Mn-Re-V,0.1827333,0.0001195
In-Mn-Re-W,0.4088486,0.0001195
In-Mn-Re-Y,0.3122217,0.0001195
In-Mn-Re-Zn,0.3085751,0.0001195
In-Mn-Re-Zr,0.2021881,0.0001195
In-Mn-Rh-Ru,0.2256724,0.0001195
In-Mn-Rh-Sb,0.0266462,0.0001195
In-Mn-Rh-Sc,-0.112503,0.0001195
In-Mn-Rh-Si,-0.23677,0.0001195
In-Mn-Rh-Sn,0.0682287,0.0001195
In-Mn-Rh-Ta,0.0331053,0.0001195
In-Mn-Rh-Te,-0.0278496,0.0001195
In-Mn-Rh-Ti,-0.0961672,0.0001195
In-Mn-Rh-V,0.025389,0.0001195
In-Mn-Rh-W,0.2251348,0.0001195
In-Mn-Rh-Y,-0.0402266,0.0001195
In-Mn-Rh-Zn,0.0603977,0.0001195
In-Mn-Rh-Zr,-0.0650426,0.0001195
In-Mn-Ru-Sb,0.2527226,0.0001195
In-Mn-Ru-Sc,0.1314977,0.0001195
In-Mn-Ru-Si,-0.0356497,0.0001195
In-Mn-Ru-Sn,0.3150117,0.0001195
In-Mn-Ru-Ta,0.2148403,0.0001195
In-Mn-Ru-Te,0.158808,0.0001195
In-Mn-Ru-Ti,0.0857396,0.0001195
In-Mn-Ru-V,0.1744835,0.0001195
In-Mn-Ru-W,0.4011987,0.0001195
In-Mn-Ru-Y,0.2301621,0.0001195
In-Mn-Ru-Zn,0.2477754,0.0001195
In-Mn-Ru-Zr,0.1505821,0.0001195
In-Mn-Sb-Sc,-0.0916149,0.0001195
In-Mn-Sb-Si,-0.0094686,0.0001195
In-Mn-Sb-Sn,0.140487,0.0001195
In-Mn-Sb-Ta,0.1882655,0.0001195
In-Mn-Sb-Te,0.019959,0.0001195
In-Mn-Sb-Ti,-0.0100029,0.0001195
In-Mn-Sb-V,0.1532694,0.0001195
In-Mn-Sb-W,0.3414786,0.0001195
In-Mn-Sb-Y,-0.0885493,0.0001195
In-Mn-Sb-Zn,0.1456406,0.0001195
In-Mn-Sb-Zr,-0.0352211,0.0001195
In-Mn-Sc-Si,-0.2344814,0.0001195
In-Mn-Sc-Sn,-0.0051854,0.0001195
In-Mn-Sc-Ta,0.1605671,0.0001195
In-Mn-Sc-Te,-0.214833,0.0001195
In-Mn-Sc-Ti,0.062766,0.0001195
In-Mn-Sc-V,0.1404515,0.0001195
In-Mn-Sc-W,0.2731376,0.0001195
In-Mn-Sc-Y,0.0902365,0.0001195
In-Mn-Sc-Zn,0.0582644,0.0001195
In-Mn-Sc-Zr,0.0660209,0.0001195
In-Mn-Si-Sn,0.0349546,0.0001195
In-Mn-Si-Ta,-0.0913563,0.0001195
In-Mn-Si-Te,-0.1445354,0.0001195
In-Mn-Si-Ti,-0.2450544,0.0001195
In-Mn-Si-V,-0.1550742,0.0001195
In-Mn-Si-W,0.0841329,0.0001195
In-Mn-Si-Y,-0.1956176,0.0001195
In-Mn-Si-Zn,0.0167756,0.0001195
In-Mn-Si-Zr,-0.2169692,0.0001195
In-Mn-Sn-Ta,0.2190802,0.0001195
In-Mn-Sn-Te,0.0330774,0.0001195
In-Mn-Sn-Ti,0.0548824,0.0001195
In-Mn-Sn-V,0.1947708,0.0001195
In-Mn-Sn-W,0.4411384,0.0001195
In-Mn-Sn-Y,0.0102413,0.0001195
In-Mn-Sn-Zn,0.1994577,0.0001195
In-Mn-Sn-Zr,0.0365308,0.0001195
In-Mn-Ta-Te,0.110121,0.0001195
In-Mn-Ta-Ti,0.1215315,0.0001195
In-Mn-Ta-V,0.1739822,0.0001195
In-Mn-Ta-W,0.2802298,0.0001195
In-Mn-Ta-Y,0.2392114,0.0001195
In-Mn-Ta-Zn,0.199057,0.0001195
In-Mn-Ta-Zr,0.1579975,0.0001195
In-Mn-Te-Ti,-0.089618,0.0001195
In-Mn-Te-V,0.0335876,0.0001195
In-Mn-Te-W,0.2894581,0.0001195
In-Mn-Te-Y,-0.2305517,0.0001195
In-Mn-Te-Zn,0.0027098,0.0001195
In-Mn-Te-Zr,-0.1112535,0.0001195
In-Mn-Ti-V,0.0864019,0.0001195
In-Mn-Ti-W,0.2043088,0.0001195
In-Mn-Ti-Y,0.1250392,0.0001195
In-Mn-Ti-Zn,0.0698778,0.0001195
In-Mn-Ti-Zr,0.0661283,0.0001195
In-Mn-V-W,0.248452,0.0001195
In-Mn-V-Y,0.2187436,0.0001195
In-Mn-V-Zn,0.1591486,0.0001195
In-Mn-V-Zr,0.1434549,0.0001195
In-Mn-W-Y,0.3777494,0.0001195
In-Mn-W-Zn,0.3487316,0.0001195
In-Mn-W-Zr,0.2713568,0.0001195
In-Mn-Y-Zn,0.1010611,0.0001195
In-Mn-Y-Zr,0.1210562,0.0001195
In-Mn-Zn-Zr,0.0865058,0.0001195
In-Mo-Nb-Ni,0.1204113,0.0001195
In-Mo-Nb-Os,0.286965,0.0001195
In-Mo-Nb-Pb,0.3047272,0.0001195
In-Mo-Nb-Pd,-0.0337161,0.0001195
In-Mo-Nb-Pt,-0.1303053,0.0001195
In-Mo-Nb-Re,0.2080034,0.0001195
In-Mo-Nb-Rh,-0.0198222,0.0001195
In-Mo-Nb-Ru,0.1931867,0.0001195
In-Mo-Nb-Sb,0.0915513,0.0001195
In-Mo-Nb-Sc,0.0795087,0.0001195
In-Mo-Nb-Si,-0.1409447,0.0001195
In-Mo-Nb-Sn,0.1672873,0.0001195
In-Mo-Nb-Ta,0.1131642,0.0001195
In-Mo-Nb-Te,0.0701094,0.0001195
In-Mo-Nb-Ti,0.0648189,0.0001195
In-Mo-Nb-V,0.1422499,0.0001195
In-Mo-Nb-W,0.2132498,0.0001195
In-Mo-Nb-Y,0.1705492,0.0001195
In-Mo-Nb-Zn,0.1524414,0.0001195
In-Mo-Nb-Zr,0.0720491,0.0001195
In-Mo-Ni-Os,0.3851312,0.0001195
In-Mo-Ni-Pb,0.3165608,0.0001195
In-Mo-Ni-Pd,0.0878839,0.0001195
In-Mo-Ni-Pt,0.0423566,0.0001195
In-Mo-Ni-Re,0.3070426,0.0001195
In-Mo-Ni-Rh,0.1372469,0.0001195
In-Mo-Ni-Ru,0.3016486,0.0001195
In-Mo-Ni-Sb,0.1446263,0.0001195
In-Mo-Ni-Sc,0.0388813,0.0001195
In-Mo-Ni-Si,-0.090801,0.0001195
In-Mo-Ni-Sn,0.2446166,0.0001195
In-Mo-Ni-Ta,0.1355132,0.0001195
In-Mo-Ni-Te,0.0978911,0.0001195
In-Mo-Ni-Ti,0.0392668,0.0001195
In-Mo-Ni-V,0.1448639,0.0001195
In-Mo-Ni-W,0.3010445,0.0001195
In-Mo-Ni-Y,0.1286937,0.0001195
In-Mo-Ni-Zn,0.1618018,0.0001195
In-Mo-Ni-Zr,0.0619731,0.0001195
In-Mo-Os-Pb,0.5860995,0.0001195
In-Mo-Os-Pd,0.2956492,0.0001195
In-Mo-Os-Pt,0.251162,0.0001195
In-Mo-Os-Re,0.482738,0.0001195
In-Mo-Os-Rh,0.3133167,0.0001195
In-Mo-Os-Ru,0.4736572,0.0001195
In-Mo-Os-Sb,0.4206593,0.0001195
In-Mo-Os-Sc,0.2432588,0.0001195
In-Mo-Os-Si,0.1384508,0.0001195
In-Mo-Os-Sn,0.4793888,0.0001195
In-Mo-Os-Ta,0.2940851,0.0001195
In-Mo-Os-Te,0.3895781,0.0001195
In-Mo-Os-Ti,0.1939098,0.0001195
In-Mo-Os-V,0.287053,0.0001195
In-Mo-Os-W,0.4870049,0.0001195
In-Mo-Os-Y,0.3707833,0.0001195
In-Mo-Os-Zn,0.4022467,0.0001195
In-Mo-Os-Zr,0.2484245,0.0001195
In-Mo-Pb-Pd,0.1288821,0.0001195
In-Mo-Pb-Pt,0.1216208,0.0001195
In-Mo-Pb-Re,0.5079448,0.0001195
In-Mo-Pb-Rh,0.245064,0.0001195
In-Mo-Pb-Ru,0.4501983,0.0001195
In-Mo-Pb-Sb,0.2263219,0.0001195
In-Mo-Pb-Sc,0.1259612,0.0001195
In-Mo-Pb-Si,0.1324396,0.0001195
In-Mo-Pb-Sn,0.3153416,0.0001195
In-Mo-Pb-Ta,0.3718926,0.0001195
In-Mo-Pb-Te,0.1451535,0.0001195
In-Mo-Pb-Ti,0.2253841,0.0001195
In-Mo-Pb-V,0.3892805,0.0001195
In-Mo-Pb-W,0.5230009,0.0001195
In-Mo-Pb-Y,0.1493597,0.0001195
In-Mo-Pb-Zn,0.3199201,0.0001195
In-Mo-Pb-Zr,0.1755218,0.0001195
In-Mo-Pd-Pt,-0.0755098,0.0001195
In-Mo-Pd-Re,0.2156965,0.0001195
In-Mo-Pd-Rh,0.0231921,0.0001195
In-Mo-Pd-Ru,0.1986564,0.0001195
In-Mo-Pd-Sb,-0.047334,0.0001195
In-Mo-Pd-Sc,-0.1838042,0.0001195
In-Mo-Pd-Si,-0.1963942,0.0001195
In-Mo-Pd-Sn,0.0197493,0.0001195
In-Mo-Pd-Ta,-0.0151005,0.0001195
In-Mo-Pd-Te,-0.0631522,0.0001195
In-Mo-Pd-Ti,-0.1274152,0.0001195
In-Mo-Pd-V,0.0236042,0.0001195
In-Mo-Pd-W,0.1863886,0.0001195
In-Mo-Pd-Y,-0.1168397,0.0001195
In-Mo-Pd-Zn,-0.0204676,0.0001195
In-Mo-Pd-Zr,-0.1381808,0.0001195
In-Mo-Pt-Re,0.1526565,0.0001195
In-Mo-Pt-Rh,-0.0164694,0.0001195
In-Mo-Pt-Ru,0.1606937,0.0001195
In-Mo-Pt-Sb,-0.0497108,0.0001195
In-Mo-Pt-Sc,-0.2840305,0.0001195
In-Mo-Pt-Si,-0.258188,0.0001195
In-Mo-Pt-Sn,0.0257052,0.0001195
In-Mo-Pt-Ta,-0.1142865,0.0001195
In-Mo-Pt-Te,-0.0826633,0.0001195
In-Mo-Pt-Ti,-0.2309361,0.0001195
In-Mo-Pt-V,-0.0743468,0.0001195
In-Mo-Pt-W,0.1015148,0.0001195
In-Mo-Pt-Y,-0.2101395,0.0001195
In-Mo-Pt-Zn,-0.0476541,0.0001195
In-Mo-Pt-Zr,-0.2366312,0.0001195
In-Mo-Re-Rh,0.2089106,0.0001195
In-Mo-Re-Ru,0.3944176,0.0001195
In-Mo-Re-Sb,0.3243385,0.0001195
In-Mo-Re-Sc,0.1976585,0.0001195
In-Mo-Re-Si,0.0841358,0.0001195
In-Mo-Re-Sn,0.4093488,0.0001195
In-Mo-Re-Ta,0.2157989,0.0001195
In-Mo-Re-Te,0.3235152,0.0001195
In-Mo-Re-Ti,0.1328161,0.0001195
In-Mo-Re-V,0.2137212,0.0001195
In-Mo-Re-W,0.3995701,0.0001195
In-Mo-Re-Y,0.331128,0.0001195
In-Mo-Re-Zn,0.3424127,0.0001195
In-Mo-Re-Zr,0.1931907,0.0001195
In-Mo-Rh-Ru,0.2251023,0.0001195
In-Mo-Rh-Sb,0.012055,0.0001195
In-Mo-Rh-Sc,-0.1388306,0.0001195
In-Mo-Rh-Si,-0.2261595,0.0001195
In-Mo-Rh-Sn,0.092059,0.0001195
In-Mo-Rh-Ta,-0.0108219,0.0001195
In-Mo-Rh-Te,0.0057091,0.0001195
In-Mo-Rh-Ti,-0.1077762,0.0001195
In-Mo-Rh-V,0.0285876,0.0001195
In-Mo-Rh-W,0.188067,0.0001195
In-Mo-Rh-Y,-0.0491096,0.0001195
In-Mo-Rh-Zn,0.066446,0.0001195
In-Mo-Rh-Zr,-0.1018294,0.0001195
In-Mo-Ru-Sb,0.267799,0.0001195
In-Mo-Ru-Sc,0.1348377,0.0001195
In-Mo-Ru-Si,0.0046284,0.0001195
In-Mo-Ru-Sn,0.3685096,0.0001195
In-Mo-Ru-Ta,0.2005807,0.0001195
In-Mo-Ru-Te,0.2220343,0.0001195
In-Mo-Ru-Ti,0.1037982,0.0001195
In-Mo-Ru-V,0.2073497,0.0001195
In-Mo-Ru-W,0.3937985,0.0001195
In-Mo-Ru-Y,0.2509467,0.0001195
In-Mo-Ru-Zn,0.2834914,0.0001195
In-Mo-Ru-Zr,0.1434629,0.0001195
In-Mo-Sb-Sc,-0.1022961,0.0001195
In-Mo-Sb-Si,0.0167883,0.0001195
In-Mo-Sb-Sn,0.1799637,0.0001195
In-Mo-Sb-Ta,0.1599847,0.0001195
In-Mo-Sb-Te,0.0691641,0.0001195
In-Mo-Sb-Ti,-0.0059655,0.0001195
In-Mo-Sb-V,0.1721144,0.0001195
In-Mo-Sb-W,0.3200572,0.0001195
In-Mo-Sb-Y,-0.0817858,0.0001195
In-Mo-Sb-Zn,0.1673353,0.0001195
In-Mo-Sb-Zr,-0.0563615,0.0001195
In-Mo-Sc-Si,-0.2199609,0.0001195
In-Mo-Sc-Sn,0.0225549,0.0001195
In-Mo-Sc-Ta,0.1205498,0.0001195
In-Mo-Sc-Te,-0.1773643,0.0001195
In-Mo-Sc-Ti,0.055067,0.0001195
In-Mo-Sc-V,0.14756,0.0001195
In-Mo-Sc-W,0.2399798,0.0001195
In-Mo-Sc-Y,0.0852635,0.0001195
In-Mo-Sc-Zn,0.0682227,0.0001195
In-Mo-Sc-Zr,0.0331441,0.0001195
In-Mo-Si-Sn,0.0996331,0.0001195
In-Mo-Si-Ta,-0.0944354,0.0001195
In-Mo-Si-Te,-0.0701285,0.0001195
In-Mo-Si-Ti,-0.2158153,0.0001195
In-Mo-Si-V,-0.1110275,0.0001195
In-Mo-Si-W,0.0879132,0.0001195
In-Mo-Si-Y,-0.1636524,0.0001195
In-Mo-Si-Zn,0.0636721,0.0001195
In-Mo-Si-Zr,-0.2129078,0.0001195
In-Mo-Sn-Ta,0.2292209,0.0001195
In-Mo-Sn-Te,0.120704,0.0001195
In-Mo-Sn-Ti,0.0973413,0.0001195
In-Mo-Sn-V,0.2520373,0.0001195
In-Mo-Sn-W,0.4581385,0.0001195
In-Mo-Sn-Y,0.0554262,0.0001195
In-Mo-Sn-Zn,0.259574,0.0001195
In-Mo-Sn-Zr,0.0538119,0.0001195
In-Mo-Ta-Te,0.1299901,0.0001195
In-Mo-Ta-Ti,0.0962329,0.0001195
In-Mo-Ta-V,0.1634911,0.0001195
In-Mo-Ta-W,0.2294724,0.0001195
In-Mo-Ta-Y,0.2166388,0.0001195
In-Mo-Ta-Zn,0.1914158,0.0001195
In-Mo-Ta-Zr,0.1075212,0.0001195
In-Mo-Te-Ti,-0.0374307,0.0001195
In-Mo-Te-V,0.1005825,0.0001195
In-Mo-Te-W,0.3161866,0.0001195
In-Mo-Te-Y,-0.1756384,0.0001195
In-Mo-Te-Zn,0.0725545,0.0001195
In-Mo-Te-Zr,-0.084244,0.0001195
In-Mo-Ti-V,0.1082291,0.0001195
In-Mo-Ti-W,0.1858696,0.0001195
In-Mo-Ti-Y,0.1347848,0.0001195
In-Mo-Ti-Zn,0.0945548,0.0001195
In-Mo-Ti-Zr,0.0479701,0.0001195
In-Mo-V-W,0.2448204,0.0001195
In-Mo-V-Y,0.2432968,0.0001195
In-Mo-V-Zn,0.1986331,0.0001195
In-Mo-V-Zr,0.1401043,0.0001195
In-Mo-W-Y,0.3620363,0.0001195
In-Mo-W-Zn,0.3479498,0.0001195
In-Mo-W-Zr,0.2277398,0.0001195
In-Mo-Y-Zn,0.1284641,0.0001195
In-Mo-Y-Zr,0.1056241,0.0001195
In-Mo-Zn-Zr,0.086005,0.0001195
In-Nb-Ni-Os,0.2303064,0.0001195
In-Nb-Ni-Pb,0.1807683,0.0001195
In-Nb-Ni-Pd,-0.0757247,0.0001195
In-Nb-Ni-Pt,-0.1335083,0.0001195
In-Nb-Ni-Re,0.1561487,0.0001195
In-Nb-Ni-Rh,-0.0248824,0.0001195
In-Nb-Ni-Ru,0.1427652,0.0001195
In-Nb-Ni-Sb,0.0008136,0.0001195
In-Nb-Ni-Sc,-0.0562212,0.0001195
